NAME,MODE,GROUP,TEFF,TEFF_ERR,TEFF_IRFM,FEH,FEH_ERR,CFE,CFE_ERR,AC,AC_ERR
g77-61_m1b_casper.fits,CH+C2,GIII,4205.0,57.07,200.0,-4.42,0.0365,3.08,0.0782,7.1,0.0862
g77-61_m2b_casper.fits,CH+C2,GIII,4143.0,320.61,200.0,-4.39,0.5356,2.7,0.1608,6.74,0.5435
