sequence,filename,starname,J-K,H-K,g-r,EBV_SFD,TEFF_SET,T_SIGMA,RV,SN_CA,SN_CH,SN_C2,class,mode,carbon_mode,MCMC_iter
19,jy2552_coadd_spectrum.csv,SDSSJ183601.71+631727.4,0.3985,0.0565,0.627,0.0519,5324,250,-410,  NaN, NaN, NaN,GIANT, HALO, ,1024
