wave,flux
3750.0,248.22284802135266
3750.55,314.48969242848887
3751.1000000000004,321.8097407515064
3751.6500000000005,361.82552708535786
3752.2000000000007,408.9826978186686
3752.750000000001,381.39148944154044
3753.300000000001,372.74915653949733
3753.8500000000013,349.19410214290326
3754.4000000000015,326.9203568015107
3754.9500000000016,347.9720934887328
3755.500000000002,380.41916123983003
3756.050000000002,326.88949978689385
3756.600000000002,316.26844470683614
3757.1500000000024,336.7660525972901
3757.7000000000025,331.1455705974449
3758.2500000000027,330.1834714680708
3758.800000000003,313.4118421770416
3759.350000000003,341.8122047660583
3759.9000000000033,350.1799872111674
3760.4500000000035,312.0755661628246
3761.0000000000036,338.2456890187118
3761.550000000004,367.57072519664376
3762.100000000004,351.9358376194573
3762.650000000004,413.5521051414787
3763.2000000000044,364.0480066364549
3763.7500000000045,384.4710785418083
3764.3000000000047,366.16486243221755
3764.850000000005,331.98303009576335
3765.400000000005,336.4837264486248
3765.9500000000053,296.854207653559
3766.5000000000055,328.9587816273888
3767.0500000000056,371.85575286474864
3767.600000000006,338.29576916255627
3768.150000000006,301.45352717855064
3768.700000000006,347.0641487491689
3769.2500000000064,388.53215526812266
3769.8000000000065,378.22325504191735
3770.3500000000067,394.6913676414974
3770.900000000007,381.19296964516343
3771.450000000007,367.46545085866506
3772.0000000000073,363.1263903938609
3772.5500000000075,373.6532369058411
3773.1000000000076,350.520264108395
3773.650000000008,341.89394449832014
3774.200000000008,351.96725637468154
3774.750000000008,321.7931253764927
3775.3000000000084,330.771925436885
3775.8500000000085,363.59030850962864
3776.4000000000087,324.7263347017123
3776.950000000009,325.45661375555596
3777.500000000009,345.6224427832498
3778.0500000000093,343.78704461450627
3778.6000000000095,370.7530476377026
3779.1500000000096,375.9116227131538
3779.70000000001,395.4819370050018
3780.25000000001,360.8924768670552
3780.80000000001,332.54907646401045
3781.3500000000104,354.5795447797161
3781.9000000000106,332.52025095045656
3782.4500000000107,349.490769932734
3783.000000000011,377.7078469009039
3783.550000000011,366.9481707761638
3784.1000000000113,369.33869545327855
3784.6500000000115,374.49583694453133
3785.2000000000116,345.9341805874644
3785.750000000012,385.45338553483833
3786.300000000012,377.03836335164056
3786.850000000012,337.3528499599829
3787.4000000000124,348.93330444137723
3787.9500000000126,327.66914894055583
3788.5000000000127,303.94669347024774
3789.050000000013,339.83507071920224
3789.600000000013,342.12363089645635
3790.1500000000133,291.25576248803475
3790.7000000000135,331.0528482337995
