wave,flux
3750.0,391.6916425146129
3750.55,402.25144036578035
3751.1000000000004,420.5644314974984
3751.6500000000005,398.06288242499386
3752.2000000000007,394.6618854866865
3752.750000000001,408.0445005444009
3753.300000000001,412.6121719188842
3753.8500000000013,409.498948299825
3754.4000000000015,418.8397230771933
3754.9500000000016,413.1476767323767
3755.500000000002,409.01238164855033
3756.050000000002,348.70461349156324
3756.600000000002,367.11166339713407
3757.1500000000024,390.60688737042943
3757.7000000000025,411.3877802872269
3758.2500000000027,402.0831196737584
3758.800000000003,398.937606756959
3759.350000000003,374.47910702631737
3759.9000000000033,383.2762992589496
3760.4500000000035,376.39761898786116
3761.0000000000036,422.0079521962401
3761.550000000004,420.7139470793502
3762.100000000004,366.6627089544133
3762.650000000004,397.0413296868676
3763.2000000000044,414.74288373181287
3763.7500000000045,451.8020801130464
3764.3000000000047,453.0101496205689
3764.850000000005,456.1781192720463
3765.400000000005,466.10454776742483
3765.9500000000053,420.3671280939143
3766.5000000000055,453.8175682585627
3767.0500000000056,458.06088874312934
3767.600000000006,450.29760613747266
3768.150000000006,450.1977968155977
3768.700000000006,449.0370385830755
3769.2500000000064,421.81903239410053
3769.8000000000065,410.8140115350536
3770.3500000000067,487.8905844054267
3770.900000000007,493.0601488133242
3771.450000000007,444.97145905388777
3772.0000000000073,464.41694812541016
3772.5500000000075,484.30363775605906
3773.1000000000076,461.778820586417
3773.650000000008,445.81252815484146
3774.200000000008,426.44133274945955
3774.750000000008,416.8718982889583
3775.3000000000084,430.0698567444047
3775.8500000000085,383.7911313103061
3776.4000000000087,403.30050825153455
3776.950000000009,388.14336554854015
3777.500000000009,426.8098266231485
3778.0500000000093,439.20671104389885
3778.6000000000095,423.39221396626056
3779.1500000000096,436.1928365924392
3779.70000000001,443.42644075257135
3780.25000000001,464.92074170699993
3780.80000000001,455.19333905925936
3781.3500000000104,448.98045653425663
3781.9000000000106,493.63357194507205
3782.4500000000107,490.76120181527006
3783.000000000011,469.4994464768289
3783.550000000011,435.4970494417886
3784.1000000000113,424.774724566773
3784.6500000000115,471.74721951847397
3785.2000000000116,461.00356001774855
3785.750000000012,469.549039089272
3786.300000000012,482.62820754441805
3786.850000000012,422.312609366758
3787.4000000000124,458.6829477925057
3787.9500000000126,434.70435923821276
3788.5000000000127,426.2045684706558
3789.050000000013,452.5450435783001
3789.600000000013,446.42908274564775
3790.1500000000133,470.5393166354545
3790.7000000000135,458.065246715744
3791.2500000000136,459.22745859989584
3791.800000000014,460.45076653099375
3792.350000000014,452.55521752503626
3792.900000000014,448.250049753849
3793.4500000000144,447.06406890791527
3794.0000000000146,431.7106474662753
3794.5500000000147,385.11758691987
3795.100000000015,437.62935273194614
3795.650000000015,411.2260859665659
3796.2000000000153,386.64637435907804
3796.7500000000155,405.9652283667997
3797.3000000000156,407.91502507314567
3797.850000000016,441.8460018230337
3798.400000000016,439.76505407427504
3798.950000000016,424.1911204554476
3799.5000000000164,458.9754294474967
3800.0500000000166,469.3865404044775
3800.6000000000167,444.2979203294107
3801.150000000017,443.2525514863868
3801.700000000017,411.1768721295774
3802.2500000000173,451.4611768845986
3802.8000000000175,476.1180205244289
3803.3500000000176,432.25198877352204
3803.900000000018,392.8353463816345
3804.450000000018,414.25926580593057
3805.000000000018,448.51933748691647
3805.5500000000184,474.8440593940514
3806.1000000000186,466.0872065490197
3806.6500000000187,448.1791012425957
3807.200000000019,430.0727248206474
3807.750000000019,445.33435016682483
3808.3000000000193,447.7417700622823
3808.8500000000195,410.6420233557583
3809.4000000000196,452.35746271180057
3809.95000000002,507.6776903225384
3810.50000000002,469.1052381495626
3811.05000000002,435.16908072265824
3811.6000000000204,448.5495543292337
3812.1500000000206,430.61489388128314
3812.7000000000207,435.1885686354052
3813.250000000021,439.4991407626855
3813.800000000021,449.0941928475013
3814.3500000000213,471.0572953215616
3814.9000000000215,474.9410367728369
3815.4500000000216,436.510452541729
3816.000000000022,445.73134803051107
3816.550000000022,472.8903043908248
3817.100000000022,443.24159812360267
3817.6500000000224,406.47589628369155
3818.2000000000226,417.495315935043
3818.7500000000227,409.890178198978
3819.300000000023,403.11120698032687
3819.850000000023,425.52044366673607
3820.4000000000233,409.6795157314639
3820.9500000000235,403.74554077715004
3821.5000000000236,445.05676966271994
3822.050000000024,449.69844987388484
3822.600000000024,403.12619709511966
3823.150000000024,387.3112094213184
3823.7000000000244,393.1459709490905
3824.2500000000246,391.86446209068157
