wave,flux
3750.0,1277.346253287295
3750.55,1262.827121300813
3751.1000000000004,1337.0753026366622
3751.6500000000005,1431.6935688131498
3752.2000000000007,1414.1978479007666
3752.750000000001,1360.3992433880437
3753.300000000001,1289.075376796806
3753.8500000000013,1233.5898885419238
3754.4000000000015,1367.3325590771733
3754.9500000000016,1438.3218045675558
3755.500000000002,1375.4958440016285
3756.050000000002,1388.8832429331515
3756.600000000002,1369.4830665450972
3757.1500000000024,1410.14207613098
3757.7000000000025,1386.6713233553285
3758.2500000000027,1362.235697704633
3758.800000000003,1499.64833836257
3759.350000000003,1531.5438442857328
3759.9000000000033,1425.951795018257
3760.4500000000035,1552.7860415250507
3761.0000000000036,1537.6100066907916
3761.550000000004,1495.3862920561355
3762.100000000004,1516.478172176976
3762.650000000004,1515.5563663090486
3763.2000000000044,1621.7771450617583
3763.7500000000045,1497.1313201376322
3764.3000000000047,1510.1680206630804
3764.850000000005,1530.2666004208877
3765.400000000005,1578.0199661815282
3765.9500000000053,1569.348620773926
3766.5000000000055,1617.7417335330424
3767.0500000000056,1588.966866402683
3767.600000000006,1406.8437362637178
3768.150000000006,1470.7949745297165
3768.700000000006,1491.079321167191
3769.2500000000064,1364.8656198182216
3769.8000000000065,1348.7858675980326
3770.3500000000067,1255.5781070413975
3770.900000000007,1209.6965262190204
3771.450000000007,1190.962535407867
3772.0000000000073,1228.2158538337553
3772.5500000000075,1262.792357354524
3773.1000000000076,1324.5207940507566
3773.650000000008,1371.9394337128258
3774.200000000008,1371.0288864351567
3774.750000000008,1412.178149429666
3775.3000000000084,1388.8304864834035
3775.8500000000085,1446.935448265057
3776.4000000000087,1583.4527746579702
3776.950000000009,1554.1510966017781
3777.500000000009,1495.0641606899121
3778.0500000000093,1583.4439931777038
3778.6000000000095,1614.2837172186776
3779.1500000000096,1482.5999365654393
3779.70000000001,1506.8397236307228
3780.25000000001,1614.2660051081234
3780.80000000001,1659.4377623775306
3781.3500000000104,1601.9776522362301
3781.9000000000106,1562.084788427514
3782.4500000000107,1532.9499254962645
3783.000000000011,1529.0286537782863
3783.550000000011,1530.8846237635275
3784.1000000000113,1589.831471890755
3784.6500000000115,1671.0029169446461
3785.2000000000116,1619.3485424616124
3785.750000000012,1595.4261136506889
3786.300000000012,1605.4066221124567
3786.850000000012,1495.4971052952196
3787.4000000000124,1493.8893658690386
3787.9500000000126,1523.2259983183806
3788.5000000000127,1526.926779964431
3789.050000000013,1571.9700382133933
3789.600000000013,1519.6815269256954
3790.1500000000133,1503.7921178055685
3790.7000000000135,1483.6167176836016
3791.2500000000136,1529.4826178066742
3791.800000000014,1463.1147103591416
3792.350000000014,1407.8617998429545
3792.900000000014,1499.8517202841163
3793.4500000000144,1486.1121960215867
3794.0000000000146,1385.833983037237
3794.5500000000147,1421.2204055156853
3795.100000000015,1494.4131561826207
3795.650000000015,1449.6893799940106
3796.2000000000153,1401.880440207935
3796.7500000000155,1380.3668586004446
3797.3000000000156,1263.5831089661392
3797.850000000016,1249.0888693564143
3798.400000000016,1253.068487827449
3798.950000000016,1372.551795639437
3799.5000000000164,1441.8570081805142
3800.0500000000166,1456.79474201513
3800.6000000000167,1490.749265819533
3801.150000000017,1515.1580397114233
3801.700000000017,1472.7532157389658
3802.2500000000173,1563.7912766352297
3802.8000000000175,1601.4942171385696
3803.3500000000176,1576.5213248933262
3803.900000000018,1501.676133255179
3804.450000000018,1471.8733220075087
3805.000000000018,1561.714234175915
3805.5500000000184,1489.9293479530475
3806.1000000000186,1468.3226048436409
3806.6500000000187,1468.6215584462607
3807.200000000019,1457.7358696833903
3807.750000000019,1465.0995175464795
